PostId,positivity_score,negativity_score
34576998,0,0
34577005,0,0
34577470,0.026315789,0.026315789
34577471,0.009966777,0.00166113
34577479,0.019351717,0.004837929
34577510,0.018587361,0.018587361
34576834,0,0
34576843,0,0
34577474,0,0.058823529
34577523,0.005015045,0.001003009
34577524,0,0
34577549,0.03030303,0.060606061
34577565,0.033898305,0.033898305
34577567,0.027777778,0
34577573,0,0
34577583,0,0
34577606,0.017182131,0.017182131
34575004,0,0.008333333
34575031,0.021126761,0.035211268
34577012,0.040650407,0.016260163
34577013,0,0.013157895
34577016,0.065420561,0.009345794
34576858,0.015384615,0
34576860,0.028571429,0
34576884,0.005617978,0.005617978
34576891,0.064516129,0.032258065
34576928,0,0.008403361
34576933,0.039215686,0
34576941,0.016666667,0
34576983,0,0
34576985,0.029850746,0.002985075
34577536,0,0
34577569,0.054054054,0
34577611,0.057142857,0.00952381
34577473,0.083333333,0
34577481,0.036363636,0
34577482,0,0
34577483,0.015037594,0.030075188
34577517,0.024390244,0
34577028,0.041666667,0.025
34577042,0.056338028,0.014084507
34577050,0.011111111,0.005555556
34577060,0.037974684,0.012658228
34577075,0,0
34577110,0,0
34577112,0.016393443,0.016393443
34577531,0,0
34577532,0.010989011,0
34577600,0,0
34575047,0.006578947,0
34575062,0.046511628,0.007751938
34575070,0.064516129,0
34577622,0.033898305,0
34577623,0,0
34577641,0,0.045454545
34577649,0.042735043,0.008547009
34577659,0.033653846,0.009615385
34577021,0,0.020408163
34577064,0,0
34577066,0,0
34577073,0.033333333,0
34577081,0.017241379,0
34577107,0.090909091,0.022727273
34577189,0.023668639,0.00591716
34577637,0.060606061,0.03030303
34577702,0.008932559,0
34577736,0.008403361,0
34577752,0.030508475,0.020338983
34577126,0.022026432,0.004405286
34577151,0.007407407,0.007407407
34577770,0,0
34577788,0.08,0
34577820,0,0
34577822,0.032467532,0.006493506
34577282,0.072727273,0
34577297,0.02173913,0
34577307,0.057142857,0
34577315,0.033333333,0
34577347,0.020408163,0
34577607,0.006493506,0.006493506
34577616,0.005714286,0.005714286
34577626,0.02173913,0.076086957
34575147,0.021505376,0
34575180,0,0
34575181,0,0
34575197,0.008928571,0
34575223,0.010526316,0.010526316
34575228,0.006090134,0.020706456
34575231,0.025,0.0125
34575272,0.00109529,0.006571742
34575290,0,0.004926108
34575307,0.002145923,0.002145923
34575346,0.006535948,0.013071895
34575362,0.033707865,0.02247191
34575381,0,0.05
34577717,0.046666667,0
34577732,0.017241379,0
34577759,0.037735849,0.018867925
34577774,0.036363636,0.018181818
34577790,0.006993007,0.006993007
34577800,0.014925373,0
34577816,0.031007752,0
34577170,0.00862069,0.017241379
34577175,0,0
34577194,0.018867925,0.018867925
34577276,0,0
34577285,0.038461538,0
34577888,0.010695187,0.016042781
34577889,0.024242424,0.006060606
34577350,0.047619048,0.011904762
34577366,0.020618557,0.003436426
34575382,0.04,0
34575446,0.02173913,0
34575479,0.015151515,0
34575487,0.01242236,0.020186335
34575496,0.035714286,0.004464286
34577657,0.00729927,0
34577699,0.01369863,0
34577701,0,0.03125
34577733,0.024390244,0
34577849,0.01,0.01
34577860,0,0
34577900,0.027777778,0.006944444
34577906,0.015625,0
34577915,0.007407407,0.025925926
34577924,0,0
34577902,0,0
34577905,0.016666667,0
34577913,0.016949153,0
34577929,0.05,0.01
34577946,0.048780488,0
34577382,0,0
34577398,0,0.014705882
34577425,0,0.04
34577431,0.034482759,0.034482759
34577456,0.04,0
34577472,0,0
34577491,0.045454545,0.068181818
34577293,0,0
34577327,0.02247191,0
34577379,0.023255814,0
34577411,0,0.012658228
34577460,0.010638298,0
34577934,0,0
34577965,0.008797654,0.005865103
34578033,0.034013605,0.006802721
34578051,0.005494505,0.005494505
34578074,0.029850746,0.037313433
34578075,0.051724138,0
34578093,0.014705882,0.009803922
34575512,0,0
34575547,0,0.071428571
34575548,0.018348624,0.009174312
34575555,0,0.090909091
34575588,0.041666667,0
34575590,0.01863354,0
34575597,0.041666667,0
34577749,0.005847953,0
34577766,0.014492754,0.007246377
34577784,0.038277512,0.004784689
34577791,0,0.037037037
34577792,0.006944444,0.020833333
34577947,0,0
34577962,0,0
34578005,0,0
34578038,0.046511628,0.023255814
34578044,0.2,0
34578079,0.007194245,0.014388489
34575613,0.008130081,0.008130081
34575663,0.066666667,0
34575715,0,0
34575730,0.01910828,0.012738854
34577884,0.053097345,0.03539823
34577893,0.064724919,0.009708738
34577514,0.013071895,0.003267974
34577516,0,0
34577534,0.004405286,0.004405286
34578101,0,0.007246377
34578102,0.057471264,0
34578144,0.024390244,0
34577463,0.004608295,0.004608295
34577501,0.013677812,0.001519757
34577504,0,0
34577935,0.016666667,0
34577941,0,0.015151515
34577967,0.011235955,0
34577977,0.006329114,0
34578087,0.020689655,0.020689655
34578113,0.016304348,0.005434783
34575732,0.03030303,0
34575774,0.05952381,0
34575788,0,0
34575814,0.032258065,0.008064516
34575816,0.033333333,0.033333333
34575825,0,0
34575833,0.027027027,0.006756757
34575840,0.009287926,0.018575851
34577539,0,0
34577581,0,0
34577582,0.017786561,0.007905138
34577591,0.016574586,0
34577598,0.058823529,0.029411765
34577624,0.022556391,0.007518797
34577642,0,0
34577651,0,0
34577691,0.009090909,0
34578149,0.014888337,0.00248139
34578182,0.007857143,0.003571429
34578208,0.032110092,0.018348624
34578235,0.009124088,0.009124088
34578251,0.074074074,0.037037037
34578261,0.055555556,0.018518519
34578300,0.024390244,0.024390244
34578308,0.017241379,0.005747126
34578317,0.023255814,0
34578326,0.047058824,0.011764706
34577585,0.013513514,0
34577593,0.038961039,0
34577595,0.028481013,0.012658228
34578034,0.041666667,0.013888889
34578041,0.04,0
34578057,0,0.014285714
34578082,0.0078125,0.0078125
34578107,0.022727273,0
34578132,0.055555556,0
34575863,0.013513514,0
34575875,0.03125,0
34575880,0,0
34578138,0.090909091,0
34578145,0.027777778,0
34578146,0.014084507,0
34578162,0,0
34578163,0.038961039,0.012987013
34578186,0,0
34577692,0.056818182,0.011363636
34577731,0.016666667,0.016666667
34577748,0.010638298,0
34577750,0.020512821,0.005128205
34577773,0.028301887,0.009433962
34578135,0.018404908,0
34578141,0,0.015873016
34578142,0,0
34578344,0,0.017857143
34578353,0.010416667,0
34578361,0.002457002,0.002457002
34577601,0.040816327,0
34577610,0.081081081,0.027027027
34577643,0.006134969,0
34577806,0.022727273,0
34577818,0.019607843,0.019607843
34577850,0.054545455,0.018181818
34577857,0,0.005434783
34575930,0.012658228,0.004219409
34575948,0,0
34575950,0,0
34578211,0.037593985,0.007518797
34578238,0.03125,0.015625
34578262,0.058823529,0
34578295,0.052631579,0
34578330,0,0.035714286
34578339,0.006514658,0.001628664
34578388,0.002923977,0.002923977
34578398,0.017857143,0.008928571
34578157,0.035714286,0.005952381
34578168,0,0
34578193,0,0
34578207,0.057692308,0.009615385
34578376,0.077669903,0.058252427
34578378,0,0
34578425,0,0
34578428,0.025,0.025
34578467,0,0.020408163
34578508,0.006666667,0
34578535,0.064257028,0
34577660,0.020833333,0
34577663,0.011904762,0.023809524
34577705,0.027027027,0
34577730,0,0.030769231
34577762,0.011695906,0.005847953
34577763,0,0.058823529
34577811,0,0
34577836,0.05,0
34577845,0.019480519,0.006493506
34578423,0.072727273,0.036363636
34578439,0.019230769,0
34578471,0.012903226,0
34578507,0.016574586,0
34578530,0,0
34578541,0.013513514,0.008108108
34578546,0.010152284,0
34578547,0,0
34578543,0,0.018181818
34578551,0.038461538,0.028846154
34578553,0.125,0
34578577,0.032258065,0
34578600,0.035928144,0.005988024
34578684,0,0
34578709,0,0.00952381
34578742,0.006060606,0.012121212
34578760,0.009708738,0.029126214
34575972,0,0
34575981,0.069767442,0.023255814
34575984,0.059322034,0.008474576
34575989,0.006711409,0
34575999,0.023809524,0.011904762
34576048,0.013888889,0
34576056,0.068181818,0
34576057,0,0
34576059,0,0
34577874,0.005464481,0
34577875,0.056603774,0
34577882,0,0
34577898,0.017857143,0
34577899,0.020618557,0.010309278
34577846,0.065217391,0
34577854,0,0
34577864,0.033898305,0
34577870,0.015873016,0.015873016
34578260,0.029411765,0.014705882
34578268,0.056179775,0
34578333,0,0
34578342,0.230769231,0
34578349,0.011235955,0
34578366,0.041666667,0
34578375,0,0
34578385,0,0.024390244
34578411,0.022556391,0
34578582,0,0
34578590,0.038461538,0
34578641,0,0
34578649,0,0.022727273
34578682,0.06,0.02
34578698,0.028571429,0
34576084,0.011494253,0.011494253
34576191,0.027777778,0.027777778
34576192,0,0
34576234,0.039215686,0.058823529
34576239,0.013986014,0.013986014
34576257,0.00462963,0.002314815
34576267,0.015873016,0.007936508
34578784,0.040540541,0.013513514
34578842,0.022613065,0.005025126
34578867,0.014925373,0.014925373
34578886,0.048,0.04
34577990,0,0
34578015,0.068181818,0
34578017,0.014705882,0.007352941
34578023,0,0
34578024,0.025641026,0
34578042,0.00990099,0.00660066
34578043,0.01744186,0
34578052,0,0.025641026
34578099,0.071428571,0
34578126,0.06779661,0
34578699,0.153846154,0.019230769
34578721,0,0.014084507
34578724,0.022727273,0
34578730,0,0
34578731,0,0
34578443,0,0
34578466,0.015037594,0.007518797
34578470,0.011764706,0
34578517,0,0
34578583,0.023923445,0
34576276,0.12195122,0
34576300,0,0.048780488
34576301,0,0.02247191
34576333,0.003164557,0
34578585,0.051851852,0
34578587,0,0
34578595,0.040816327,0
34577872,0.008,0.012
34577877,0.005494505,0
34577904,0.001639344,0.003278689
34577921,0.068965517,0
34577956,0,0
34578011,0.029090909,0.007272727
34578134,0.05,0
34578140,0,0
34578150,0,0
34578158,0.032911392,0.002531646
34578174,0.023255814,0
34578177,0.005882353,0
34578183,0.010989011,0
34578194,0.037037037,0.014814815
34578202,0,0
34578902,0.01754386,0
34578904,0,0
34578918,0.03271028,0.03271028
34578952,0.03030303,0
34578954,0,0
34578986,0.021834061,0.008733624
34578993,0.010416667,0
34578741,0,0
34578755,0.090909091,0
34578756,0,0
34578783,0,0
34578791,0.043062201,0
34578012,0,0
34578021,0.016908213,0.004830918
34578029,0.020833333,0
34578037,0.004739336,0
34578048,0.027972028,0
34578053,0.034482759,0
34578069,0,0
34578097,0.009049774,0.004524887
34578106,0.108108108,0
34578601,0,0
34578603,0,0
34578617,0,0.027027027
34578618,0,0.014925373
34578644,0.02173913,0
34578653,0,0.06097561
34578662,0.06122449,0.010204082
34578667,0.090219224,0.000421585
34578669,0,0
34578677,0,0.047619048
34578685,0.000356761,0
34578686,0.013774105,0.002754821
34579071,0.040816327,0.040816327
34579093,0,0
34579119,0,0.007246377
34579128,0.012658228,0
34578219,0.04,0
34578257,0.04,0.04
34578284,0.011278195,0.015037594
34578319,0.04109589,0.02739726
34578335,0.087804878,0
34576340,0.012411348,0.003546099
34576349,0,0.006666667
34576409,0.059322034,0.008474576
34576418,0.034482759,0
34576442,0.022988506,0
34576457,0.011904762,0.011904762
34576477,0.013850416,0.011080332
34576500,0.047058824,0
34576502,0.00390625,0.0078125
34578805,0,0.117647059
34578821,0.027777778,0.013888889
34578823,0,0
34578840,0.131313131,0.01010101
34578907,0.038461538,0
34578112,0.04,0.02
34578122,0.022077922,0.002597403
34578129,0.007407407,0.007407407
34578155,0.034090909,0
34578692,0,0.011111111
34578734,0.057692308,0.038461538
34578744,0.042553191,0.021276596
34578762,0,0
34578795,0.020833333,0
34579145,0,0
34579211,0,0
34579212,0,0
34579222,0,0
34579238,0.054945055,0.010989011
34579254,0.012345679,0
34579263,0.041666667,0
34579314,0.009708738,0
34579320,0.021276596,0
34579329,0.023809524,0.011904762
34579370,0,0
34578804,0.00729927,0.00729927
34578811,0.017241379,0.004310345
34578350,0.05,0.01
34578358,0,0
34578359,0.023809524,0
34578367,0.006349206,0.006349206
34576510,0.0625,0
34576524,0,0.038461538
34576525,0.032608696,0
34576526,0.011320755,0
34578908,0.052631579,0
34578914,0.032258065,0.016129032
34578917,0,0
34578932,0.023076923,0
34578973,0.011363636,0
34578992,0,0.007633588
34579000,0.011764706,0
34578827,0,0.014084507
34578829,0.010714286,0.014285714
34578164,0.012195122,0.004065041
34578229,0,0
34579017,0.063829787,0
34579033,0.074074074,0
34579049,0.019354839,0
34579114,0.006042296,0.003021148
34579378,0,0
34579395,0.011331445,0.014164306
34579422,0.011976048,0.005988024
34579439,0.019230769,0.038461538
34579447,0.037974684,0.006329114
34579471,0,0.01
34578383,0.011695906,0
34578384,0.05,0
34578393,0.033898305,0.016949153
34578418,0,0
34578834,0,0.024390244
34578853,0,0.024390244
34578868,0,0
34578870,0.06,0.01
34578894,0.010033445,0.010033445
34578896,0.021621622,0.005405405
34578910,0.03125,0
34578929,0,0.022222222
34578943,0.016,0.008
34578984,0.024509804,0.004901961
34578282,0.012345679,0
34578288,0,0
34578289,0.047619048,0.047619048
34578322,0.019736842,0.006578947
34576533,0.005263158,0.005263158
34576534,0,0.03125
34576543,0,0.05
34579115,0,0
34579122,0.020408163,0.020408163
34579123,0.017391304,0.008695652
34579158,0,0
34579166,0,0.007936508
34579217,0.020618557,0.030927835
34579231,0,0.010869565
34579251,0.019417476,0
34579472,0,0
34579486,0,0
34579495,0.03030303,0
34579511,0.066666667,0
34579544,0,0
34578452,0.045454545,0
34578486,0.002717391,0.013586957
34578987,0.017094017,0.017094017
34578995,0.056603774,0
34579020,0.004514673,0.002257336
34579052,0.08,0.04
34579087,0.029850746,0.014925373
34576551,0.037037037,0
34576557,0.046511628,0
34576577,0.05,0.016666667
34576583,0.021276596,0.021276596
34576585,0.01980198,0.00990099
34579096,0.010416667,0
34579101,0.025477707,0
34579103,0.042944785,0.018404908
34579267,0.024390244,0.012195122
34579273,0.020134228,0
34579307,0,0
34579315,0.017241379,0
34578323,0.010989011,0
34578328,0.027456647,0
34578331,0.02,0
34578491,0,0
34578502,0,0
34578510,0.034482759,0.003448276
34578526,0.02991453,0
34579570,0.006711409,0.006711409
34579598,0.017467249,0
34576592,0.011764706,0
34576593,0.013888889,0.027777778
34576610,0.06122449,0
34576627,0,0
34576643,0.037735849,0
34576724,0.005747126,0.011494253
34576768,0.007142857,0
34579105,0.015625,0.015625
34579121,0.014705882,0
34579144,0.006666667,0
34579316,0.041666667,0
34579332,0.008196721,0.008196721
34578338,0.014492754,0
34578346,0.031914894,0
34578356,0.066666667,0
34578362,0.028985507,0.028985507
34578365,0.034482759,0.017241379
34578373,0.121212121,0
34578379,0.028571429,0
34578381,0.00974026,0
34576794,0,0
34576802,0.011904762,0.011904762
34576811,0.025,0.025
34576844,0.012345679,0
34576853,0.039215686,0
34578527,0,0.03030303
34578561,0,0
34578569,0.016666667,0
34578610,0.009174312,0.009174312
34578652,0.02166065,0.003610108
34578661,0.019230769,0
34578675,0.011235955,0.011235955
34578695,0,0
34578728,0.016853933,0.011235955
34579603,0.056603774,0
34579606,0.008368201,0
34578424,0.019230769,0
34578440,0,0
34578447,0,0.011363636
34578454,0.011111111,0
34578457,0.016260163,0
34579169,0.003623188,0
34579177,0,0
34579213,0.002331002,0
34579219,0.024390244,0.012195122
34579243,0.071428571,0
34579253,0,0
34579262,0.002136752,0
34579271,0.016666667,0.008333333
34579343,0.035714286,0
34579433,0.029126214,0
34579435,0,0
34579451,0.044444444,0
34579459,0,0
34578770,0.024096386,0.012048193
34578776,0.031914894,0
34578793,0,0
34578820,0.0234375,0.0234375
34576867,0.024390244,0.024390244
34576875,0.02173913,0.008695652
34579629,0.003125,0
34579638,0,0
34579653,0.018518519,0
34579656,0.010416667,0.010416667
34579672,0,0
34578505,0.057142857,0
34578549,0.034246575,0
34578554,0,0
34579687,0.023504274,0.008547009
34579697,0.010706638,0.002141328
34579703,0.016326531,0
34579738,0.029126214,0.019417476
34579740,0,0
34579756,0.013986014,0.006993007
34579476,0.084745763,0
34579485,0,0
34579492,0,0
34579507,0.006042296,0.003021148
34579278,0.02,0.01
34579285,0.008695652,0
34579286,0.017241379,0
34578826,0.008849558,0
34578851,0.00729927,0
34578854,0.00862069,0
34576886,0,0.019607843
34576902,0.019607843,0
34576909,0.013333333,0.013333333
34576911,0.058823529,0
34576919,0,0
34576950,0.012987013,0
34576952,0.025,0
34576967,0.055,0
34578556,0.021276596,0
34578557,0.037037037,0
34578566,0.022123894,0.004424779
34579796,0,0
34579798,0.010695187,0.005347594
34579815,0.083333333,0
34579837,0.051470588,0.007352941
34579510,0.003838772,0
34579532,0.03125,0.015625
34579535,0.022727273,0.045454545
34579575,0.010989011,0
34579600,0,0.020408163
34579287,0.104477612,0
34579294,0.010050251,0.010050251
34579297,0.052631579,0
34579302,0.024390244,0
34579327,0,0
34576991,0.003278689,0
34577008,0.021276596,0.010638298
34579338,0.018518519,0.009259259
34579369,0.009259259,0
34579372,0.008333333,0
34579379,0.002824859,0.004708098
34579436,0.073349633,0.012224939
34579479,0,0.032258065
34579503,0.026785714,0
34579506,0.016393443,0.016393443
34579513,0.013262599,0.00265252
34579519,0.004761905,0
34578869,0.012345679,0
34578871,0,0
34578885,0.039473684,0.013157895
34578887,0.00990099,0
34578579,0.022222222,0
34578663,0.06122449,0.020408163
34578664,0,0.03125
34578665,0,0
34578691,0.037974684,0
34578746,0.009259259,0.009259259
34578766,0.006896552,0.013793103
34578824,0.047619048,0
34578833,0,0
34579839,0.014925373,0
34579956,0.003355705,0.020134228
34579633,0,0
34579635,0.046357616,0
34579657,0.011363636,0.011363636
34579669,0.022556391,0.022556391
34579676,0,0
34579683,0.011278195,0.005639098
34579692,0,0
34579707,0,0
34579709,0.01320132,0.01650165
34579727,0.019138756,0.004784689
34579752,0,0.007751938
34577045,0,0
34577053,0,0.031007752
34577058,0.01509434,0.003773585
34579521,0.020833333,0.010416667
34579538,0,0
34579594,0,0
34579613,0.018518519,0
34579647,0.012658228,0
34579661,0.014778325,0.009852217
34579681,0.018867925,0.018867925
34579713,0.05952381,0
34579729,0.030612245,0.020408163
34578855,0.052863436,0.008810573
34578881,0.074074074,0
34578897,0.009302326,0.004651163
34578953,0.013513514,0
34578963,0,0.01242236
34578994,0.005208333,0
34579782,0,0.055555556
34579793,0.017857143,0
34579810,0.022222222,0
34579957,0.013207547,0
34579964,0.03307393,0.003891051
34580006,0,0
34580007,0.014492754,0
34580031,0.035714286,0.017857143
34580037,0.009708738,0
34579747,0.085365854,0
34579764,0.006535948,0.013071895
34579770,0.057142857,0.028571429
34579804,0.028571429,0
34579813,0.005836576,0.001945525
34579822,0.007194245,0
34579823,0,0
34579872,0.033333333,0.005555556
34580040,0,0
34580062,0.066666667,0
34580088,0.011494253,0
34580097,0.020618557,0
34580147,0.006024096,0.002008032
34579880,0.037037037,0
34579921,0.007142857,0
34579937,0.005780347,0.011560694
34577095,0.008928571,0.008928571
34577100,0.018518519,0
34577127,0.010169492,0.006779661
34577142,0.016806723,0
34577161,0.013157895,0
34577192,0.01,0.01
34577225,0,0.02
34577228,0.02247191,0.002808989
34578916,0,0.043478261
34578948,0.028985507,0.014492754
34578957,0.015075377,0.010050251
34579811,0.083333333,0
34579816,0.01183432,0.007889546
34579817,0,0.006578947
34579843,0,0
34579001,0.034482759,0
34579013,0.01048951,0.003496503
34580166,0.010526316,0
34580171,0,0.054054054
34580172,0,0.002923977
34580174,0.058823529,0
34580179,0.031746032,0
34580198,0.02247191,0.02247191
34580204,0.002828854,0.001414427
34580231,0,0.011363636
34580246,0.016949153,0
34580247,0,0
34580257,0.017021277,0.004255319
34579940,0.003584229,0
34579980,0,0
34580029,0,0
34580049,0.029850746,0
34580072,0,0.055555556
34580089,0.0234375,0
34580132,0.065789474,0.013157895
34577229,0.004366812,0.017467249
34577252,0,0
34577259,0.135135135,0
34577267,0,0
34578967,0.014388489,0.021582734
34578974,0.003921569,0
34579053,0,0.009708738
34579060,0.014955135,0.001994018
34579069,0.027027027,0
34579077,0.047619048,0
34579079,0.016574586,0.011049724
34580265,0.016949153,0
34580288,0.035714286,0
34580321,0.084210526,0
34580322,0.043478261,0
34580324,0,0
34580357,0.019900498,0.004975124
34580389,0,0.008333333
34579858,0,0
34579877,0.051724138,0.017241379
34579878,0.022727273,0.022727273
34579910,0.114285714,0
34579925,0.035714286,0.008928571
34578981,0,0
34578983,0.011627907,0.011627907
34579008,0.042424242,0.003030303
34580405,0.023809524,0
34580424,0.019047619,0.019047619
34580472,0.028169014,0
34580541,0.115384615,0
34580564,0.009090909,0.009090909
34580598,0.016260163,0
34580606,0,0.026086957
34580608,0.048780488,0.012195122
34580230,0.004587156,0
34580233,0.037037037,0
34580273,0.023809524,0
34577277,0,0.025
34577278,0.008,0.036
34579153,0.032608696,0.010869565
34579160,0,0
34579204,0.013793103,0
34579950,0.011111111,0.005555556
34579961,0.061946903,0.008849558
34579976,0,0
34580615,0.069444444,0.027777778
34580640,0.008264463,0.004132231
34580672,0.02173913,0.032608696
34580283,0,0
34580298,0.013888889,0.027777778
34580316,0,0
34580355,0.021505376,0.010752688
34579015,0.013513514,0
34579055,0,0.068965517
34579057,0,0
34579066,0.008658009,0
34579089,0.019417476,0
34579099,0,0.019607843
34579109,0.006944444,0
34579175,0.03030303,0
34579191,0.00862069,0.00862069
34577292,0.018867925,0
34577301,0.028846154,0
34577343,0.010638298,0
34577360,0,0
34579246,0.03164557,0.006329114
34579269,0.009708738,0.009708738
34579311,0.075,0
34579328,0.014705882,0.014705882
34579339,0.011764706,0
34579347,0.08045977,0
34579413,0.036036036,0.009009009
34579985,0.025210084,0.014005602
34579994,0,0.009009009
34580003,0.024390244,0.012195122
34580009,0.025974026,0
34580684,0.019736842,0.006578947
34580709,0.023255814,0.023255814
34580733,0.038461538,0
34580750,0.036697248,0
34580758,0.005649718,0
34580816,0.007142857,0
34580834,0.034965035,0.01048951
34580366,0,0.008849558
34580373,0.032608696,0.003623188
34579206,0.08,0
34579234,0.020408163,0.040816327
34579290,0.002222222,0.004444444
34579323,0,0.011111111
34579340,0.036184211,0
34579419,0.011986301,0
34579438,0.00862069,0
34579462,0.01,0.005
34579399,0.015625,0.0078125
34579442,0.043010753,0
34579457,0,0.009803922
34577378,0.018867925,0
34577385,0.038961039,0.019480519
34577393,0,0.010989011
34580028,0.021276596,0.063829787
34580035,0.005617978,0.005617978
34580051,0.007462687,0
34580375,0.041666667,0.008333333
34580406,0.028571429,0
34580423,0.015060241,0.001506024
34580447,0.027777778,0
34580457,0,0
34580858,0.009009009,0
34580909,0.098765432,0
34580926,0,0
34580960,0,0.007633588
34580967,0.046875,0.03125
34581007,0.002123142,0.002123142
34580458,0,0
34580473,0,0
34580489,0.03030303,0
34580532,0,0
34580572,0,0
34579463,0.016949153,0
34579494,0.006578947,0.013157895
34579512,0.071428571,0
34579468,0.00681431,0.000851789
34579483,0.04,0
34579491,0.025974026,0
34579550,0.006711409,0
34579559,0.011551155,0.001650165
34579565,0.035812672,0
34577401,0,0.004854369
34577418,0.030769231,0
34577426,0.023121387,0
34577429,0.025,0
34577443,0.005042017,0.008403361
34577462,0.030612245,0
34577469,0,0
34580083,0.027777778,0
34580092,0,0
34580093,0.036363636,0
34580111,0.009009009,0
34581016,0,0
34581034,0.023255814,0
34581117,0,0.032608696
34581124,0,0.018867925
34581127,0,0
34581132,0,0
34581144,0.009950249,0.004975124
34581149,0.04,0
34581208,0.012987013,0.012987013
34581226,0,0.041666667
34579576,0.019230769,0.038461538
34579577,0.004132231,0.008264463
34579593,0.018181818,0.054545455
34579643,0.033898305,0.016949153
34580583,0.024,0.016
34580584,0.009803922,0.009803922
34580599,0.013850416,0.019390582
34580623,0.0234375,0.0078125
34579539,0.027322404,0.021857923
34579547,0.015151515,0
34579561,0.012578616,0
34581250,0.053763441,0.010752688
34581251,0.051282051,0.025641026
34581252,0,0
34581258,0,0
34581292,0.01,0.03
34581293,0.032967033,0.010989011
34581299,0.010752688,0.032258065
34581300,0.032786885,0
34581302,0.043478261,0.00621118
34577485,0.0625,0
34577527,0.003389831,0
34577551,0.047619048,0
34577563,0.026315789,0
34577588,0.006349206,0.003174603
34577603,0.020408163,0
34577653,0.078947368,0
34577671,0.013157895,0.006578947
34580119,0.004366812,0.004366812
34580153,0.00729927,0
34580170,0.006711409,0.008053691
34580200,0.095238095,0
34580203,0.020618557,0.005154639
34580219,0.045454545,0.011363636
34580262,0.0625,0
34580275,0.006,0.001333333
34580286,0.038461538,0
34580301,0,0.029411765
34580328,0.013513514,0.009009009
34579665,0.017391304,0
34579684,0.041666667,0
34579710,0.025477707,0.025477707
34580632,0.090909091,0.03030303
34580648,0.009765625,0.00390625
34580665,0.028455285,0.008130081
34580666,0,0.017241379
34580700,0,0
34579595,0.005050505,0.005050505
34579611,0,0.00536193
34581318,0,0
34581325,0,0
34581326,0.007142857,0
34581333,0.021276596,0.042553191
34581342,0.046511628,0
34581343,0.034482759,0.004926108
34581385,0.020408163,0.020408163
34581391,0.051282051,0
34581441,0.006756757,0.006756757
34577678,0.015503876,0.007751938
34577687,0.005128205,0
34580334,0,0
34580343,0.02739726,0.006849315
34579716,0.015345269,0.00511509
34579742,0.032258065,0
34579758,0.018779343,0
34579759,0,0.009803922
34579775,0.012048193,0
34579777,0.03125,0
34579794,0.003816794,0.003816794
34579824,0.019650655,0.008733624
34580726,0.015037594,0
34580732,0.018348624,0.009174312
34580739,0.051851852,0.007407407
34579614,0.036734694,0
34579622,0.025641026,0.025641026
34579630,0,0
34579637,0.013245033,0.021523179
34579663,0.029411765,0
34577693,0,0
34577695,0,0.019230769
34577696,0.025,0
34577710,0,0
34577729,0.024390244,0.024390244
34581475,0.012048193,0.060240964
34581476,0.003546099,0.014184397
34579852,0.076923077,0
34579875,0,0.027777778
34579885,0.011627907,0
34579928,0.016666667,0
34580001,0.021978022,0
34580362,0.012779553,0
34580369,0,0.023529412
34580765,0.04,0.024
34580767,0.003846154,0.003846154
34579664,0,0.017857143
34579671,0.012195122,0.012195122
34579722,0.023529412,0.011764706
34581500,0.00625,0
34581550,0.007874016,0.015748031
34581576,0,0
34580008,0.044247788,0.017699115
34580018,0.018018018,0.002252252
34580033,0.02739726,0.006849315
34580084,0.131147541,0
34580371,0.018518519,0.027777778
34580395,0.011428571,0
34580418,0.019851117,0.004962779
34580420,0.013888889,0
34577745,0.018867925,0.018867925
34577753,0.025974026,0
34577755,0.043103448,0
34577785,0,0
34577786,0.027027027,0.027027027
34580908,0,0
34580925,0,0.025641026
34580932,0.055555556,0.011111111
34580935,0,0.011695906
34580983,0.043478261,0
34580985,0.016393443,0.006557377
34580990,0.055555556,0
34581090,0.012048193,0.048192771
34579731,0,0
34579745,0.007751938,0
34579746,0.008658009,0.012987013
34581601,0.03030303,0.03030303
34581608,0.02,0
34581628,0,0
34581668,0.009615385,0
34581701,0.024793388,0
34581728,0,0
34581736,0.018939394,0.003787879
34580094,0.02020202,0.01010101
34580095,0.027777778,0
34580100,0.030927835,0.030927835
34580103,0.053571429,0
34580421,0,0
34580451,0,0.013100437
34580495,0.063829787,0.021276596
34580510,0.037037037,0
34580511,0.025641026,0
34580519,0,0
34580577,0.090909091,0
34580621,0.003424658,0.003424658
34577805,0.021428571,0.010714286
34577812,0,0
34577814,0.007698888,0.005132592
34577838,0,0.017241379
34581093,0,0
34581100,0.023255814,0
34581107,0.009345794,0.002336449
34581109,0.012195122,0
34581135,0.016293279,0.00407332
34581150,0.019230769,0
34581742,0,0
34581753,0.021276596,0.004255319
34579773,0,0
34579779,0.010695187,0
34580638,0.023529412,0
34580655,0.012987013,0
34580660,0.013888889,0
34580136,0.053333333,0
34580158,0,0
34580168,0,0
34580178,0,0
34580184,0,0.009345794
34580220,0,0.009803922
34580242,0.009615385,0.002403846
34580243,0.1,0
34580253,0.02173913,0
34580277,0,0
34580293,0.019047619,0.004761905
34577844,0.015267176,0.015267176
34577852,0,0
34577869,0.004385965,0
34581760,0.005617978,0.011235955
34581784,0.021276596,0.007092199
34581817,0.015873016,0.007936508
